city,suburb,latitude,longitude,property_type,room_type,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,calculated_host_listings_count,reviews_per_month,priceperbedroom,count,avgpricepersuburb
Yarra,ABBOTSFORD,-37.79717246,144.9979548,Apartment,Private room,1,1,60,2,15,22,52,88,99,strict_14_with_grace_period,2,2.08,60,208,85.77884615
Yarra,ABBOTSFORD,-37.79928078,144.9981533,Apartment,Private room,1,1,82,2,25,41,71,106,97,strict_14_with_grace_period,2,2.25,82,208,85.77884615
Yarra,ABBOTSFORD,-37.80715966,144.9962068,Apartment,Private room,1,1,65,3,5,5,5,145,91,moderate,2,3.11,65,208,85.77884615
Yarra,ABBOTSFORD,-37.80541434,144.9924152,House,Private room,1,1,120,2,26,56,86,26,97,moderate,1,0.56,120,208,85.77884615
Yarra,ABBOTSFORD,-37.80599217,144.9986029,Loft,Entire home/apt,1,2,136,3,0,0,0,146,98,moderate,1,3.15,136,208,85.77884615
Yarra,ABBOTSFORD,-37.79876641,144.997067,Apartment,Private room,1,1,75,1,7,28,58,43,97,moderate,1,0.95,75,208,85.77884615
Yarra,ABBOTSFORD,-37.80976069,144.995279,House,Private room,1,1,30,1,0,0,0,8,90,moderate,16,0.82,30,208,85.77884615
Yarra,ABBOTSFORD,-37.80781256,144.9954601,Apartment,Private room,1,1,75,5,3,33,63,9,98,strict_14_with_grace_period,1,0.24,75,208,85.77884615
Yarra,ABBOTSFORD,-37.79679039,144.9967977,Apartment,Entire home/apt,1,1,100,3,0,0,0,34,98,strict_14_with_grace_period,1,0.86,100,208,85.77884615
Yarra,ABBOTSFORD,-37.80227272,144.998498,Apartment,Entire home/apt,1,2,91,2,0,6,13,25,98,strict_14_with_grace_period,1,3.97,91,208,85.77884615
Yarra,ABBOTSFORD,-37.8083656,144.997764,House,Private room,1,1,71,1,0,0,0,1,100,flexible,1,0.02,71,208,85.77884615
Yarra,ABBOTSFORD,-37.80814158,144.9977378,House,Private room,1,1,55,31,0,0,0,1,80,strict_14_with_grace_period,1,0.02,55,208,85.77884615
Yarra,ABBOTSFORD,-37.80834896,144.9938552,House,Private room,1,1,60,1,17,27,48,9,93,moderate,16,0.26,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80930739,144.9933613,House,Private room,1,1,46,1,22,52,82,35,82,moderate,16,0.87,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80675972,144.9943205,House,Private room,1,2,80,1,0,0,0,3,100,strict_14_with_grace_period,10,0.08,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80789426,144.9934589,House,Private room,1,1,80,1,0,0,0,38,99,strict_14_with_grace_period,10,0.97,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80635785,144.992641,House,Entire home/apt,3,7,307,2,0,0,0,155,97,strict_14_with_grace_period,10,4.1,102.3333333,208,85.77884615
Yarra,ABBOTSFORD,-37.80842321,144.9947247,House,Private room,1,1,80,1,0,0,0,13,97,strict_14_with_grace_period,10,0.33,80,208,85.77884615
Yarra,ABBOTSFORD,-37.79929306,144.9991785,Apartment,Entire home/apt,2,2,259,2,15,17,17,95,99,strict_14_with_grace_period,1,2.45,129.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80343541,144.9997867,House,Private room,1,1,50,1,0,0,0,2,80,flexible,1,0.05,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80313964,144.9991139,House,Private room,1,1,46,1,0,0,0,1,100,flexible,1,0.03,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80980253,144.9972899,House,Private room,1,1,68,2,0,0,0,28,99,moderate,2,0.7,68,208,85.77884615
Yarra,ABBOTSFORD,-37.80020183,145.0001556,Apartment,Entire home/apt,1,1,115,3,0,0,0,13,100,moderate,1,0.4,115,208,85.77884615
Yarra,ABBOTSFORD,-37.80812925,144.9934365,House,Private room,1,3,96,1,0,0,0,22,100,strict_14_with_grace_period,10,0.56,96,208,85.77884615
Yarra,ABBOTSFORD,-37.80840684,144.9926451,House,Private room,1,2,96,1,0,0,0,17,100,strict_14_with_grace_period,10,0.43,96,208,85.77884615
Yarra,ABBOTSFORD,-37.80635359,144.9946294,House,Private room,1,1,80,1,0,0,0,19,100,strict_14_with_grace_period,10,0.5,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80704313,144.9933229,House,Private room,1,2,80,1,0,0,0,14,100,strict_14_with_grace_period,10,0.36,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80851412,144.9945055,House,Private room,1,2,80,1,0,0,0,15,96,strict_14_with_grace_period,10,0.39,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80874695,144.99817,House,Entire home/apt,1,1,60,21,0,0,0,3,100,strict_14_with_grace_period,2,0.09,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80990151,145.0061817,Apartment,Private room,1,2,90,1,0,8,38,20,99,flexible,1,0.55,90,208,85.77884615
Yarra,ABBOTSFORD,-37.80750448,144.9956082,House,Entire home/apt,1,1,90,3,0,0,0,1,80,moderate,1,0.04,90,208,85.77884615
Yarra,ABBOTSFORD,-37.80514909,144.9970118,House,Entire home/apt,2,2,239,3,16,23,23,7,100,moderate,1,0.2,119.5,208,85.77884615
Yarra,ABBOTSFORD,-37.79983471,145.0017672,Apartment,Entire home/apt,1,1,120,7,0,1,1,18,99,moderate,1,0.51,120,208,85.77884615
Yarra,ABBOTSFORD,-37.80940605,144.9940606,House,Private room,1,1,54,6,0,0,0,4,100,strict_14_with_grace_period,1,0.16,54,208,85.77884615
Yarra,ABBOTSFORD,-37.80739245,144.9988277,House,Private room,1,1,50,3,0,0,0,3,100,flexible,1,0.08,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80995131,145.0060362,Apartment,Entire home/apt,2,3,89,1,3,7,37,224,91,strict_14_with_grace_period,33,6.39,44.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80652109,144.996816,Townhouse,Entire home/apt,2,2,120,3,0,0,0,3,100,flexible,1,0.09,60,208,85.77884615
Yarra,ABBOTSFORD,-37.8078354,144.9939205,House,Private room,1,1,75,1,26,52,78,8,88,moderate,16,0.23,75,208,85.77884615
Yarra,ABBOTSFORD,-37.81120251,145.015194,Apartment,Entire home/apt,1,1,100,1,18,20,20,62,88,moderate,1,1.81,100,208,85.77884615
Yarra,ABBOTSFORD,-37.8072744,144.993193,House,Entire home/apt,2,5,188,2,0,0,0,36,96,strict_14_with_grace_period,10,1.1,94,208,85.77884615
Yarra,ABBOTSFORD,-37.802185,144.9985586,Apartment,Private room,1,1,80,200,30,60,90,1,100,flexible,1,0.03,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80996587,145.007816,Apartment,Private room,1,1,89,1,0,0,0,1,100,flexible,1,0.09,89,208,85.77884615
Yarra,ABBOTSFORD,-37.7992055,144.9979125,Apartment,Private room,1,1,155,1,0,0,0,6,97,moderate,1,0.18,155,208,85.77884615
Yarra,ABBOTSFORD,-37.80659716,144.9930536,House,Private room,1,1,68,1,13,20,46,42,98,moderate,1,1.43,68,208,85.77884615
Yarra,ABBOTSFORD,-37.8120882,145.0143308,Apartment,Private room,1,1,69,2,21,51,81,27,94,strict_14_with_grace_period,1,1.14,69,208,85.77884615
Yarra,ABBOTSFORD,-37.80953605,145.0073285,Apartment,Private room,1,1,43,1,12,42,72,54,97,moderate,1,2.01,43,208,85.77884615
Yarra,ABBOTSFORD,-37.7989378,144.9991912,Guest suite,Private room,1,1,100,1,27,53,53,108,100,flexible,1,3.68,100,208,85.77884615
Yarra,ABBOTSFORD,-37.81201214,145.0149318,Apartment,Entire home/apt,1,1,109,2,0,0,0,5,96,moderate,1,0.17,109,208,85.77884615
Yarra,ABBOTSFORD,-37.80912651,145.0062299,Apartment,Entire home/apt,1,1,84,2,0,0,0,5,93,flexible,1,0.17,84,208,85.77884615
Yarra,ABBOTSFORD,-37.80027526,145.001329,Apartment,Entire home/apt,1,2,120,2,10,11,31,40,99,strict_14_with_grace_period,1,1.35,120,208,85.77884615
Yarra,ABBOTSFORD,-37.79943087,144.9960157,Apartment,Entire home/apt,2,2,395,2,0,0,0,6,100,moderate,1,0.21,197.5,208,85.77884615
Yarra,ABBOTSFORD,-37.81131507,145.014169,Apartment,Entire home/apt,1,1,100,3,0,7,13,68,95,flexible,1,2.36,100,208,85.77884615
Yarra,ABBOTSFORD,-37.81090212,145.0134805,Condominium,Entire home/apt,1,1,140,4,0,0,0,19,100,strict_14_with_grace_period,1,0.71,140,208,85.77884615
Yarra,ABBOTSFORD,-37.80086375,144.994484,House,Entire home/apt,3,2,80,7,15,16,16,20,96,flexible,1,0.73,26.66666667,208,85.77884615
Yarra,ABBOTSFORD,-37.80848267,144.9966486,House,Entire home/apt,3,9,239,7,6,26,56,59,98,strict_14_with_grace_period,1,2.43,79.66666667,208,85.77884615
Yarra,ABBOTSFORD,-37.80035225,144.9939846,Townhouse,Entire home/apt,1,1,115,2,15,29,59,48,99,moderate,1,1.75,115,208,85.77884615
Yarra,ABBOTSFORD,-37.80482173,144.9958739,Apartment,Entire home/apt,2,3,154,2,0,0,0,62,99,moderate,20,2.3,77,208,85.77884615
Yarra,ABBOTSFORD,-37.80105797,144.9944345,Guesthouse,Entire home/apt,1,1,111,2,0,0,25,10,89,strict_14_with_grace_period,2,0.41,111,208,85.77884615
Yarra,ABBOTSFORD,-37.80956303,145.0078022,Apartment,Private room,1,1,60,1,11,17,17,6,100,strict_14_with_grace_period,1,0.82,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80710937,144.9957718,Apartment,Entire home/apt,1,2,114,2,0,0,0,8,100,flexible,1,0.41,114,208,85.77884615
Yarra,ABBOTSFORD,-37.79864495,145.0006635,Apartment,Entire home/apt,2,3,174,2,0,0,0,20,94,strict_14_with_grace_period,1,0.79,87,208,85.77884615
Yarra,ABBOTSFORD,-37.80220079,144.9985399,House,Entire home/apt,4,4,249,5,6,17,17,5,96,strict_14_with_grace_period,1,0.21,62.25,208,85.77884615
Yarra,ABBOTSFORD,-37.81091843,145.0074591,Condominium,Entire home/apt,2,2,140,2,9,37,67,76,94,moderate,1,3.06,70,208,85.77884615
Yarra,ABBOTSFORD,-37.80092212,144.9944689,House,Entire home/apt,2,2,159,7,0,0,0,8,95,strict_14_with_grace_period,11,0.34,79.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80995885,145.0071553,Apartment,Entire home/apt,2,2,100,7,0,0,0,1,80,strict_14_with_grace_period,1,0.04,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80218454,145.0000576,Apartment,Entire home/apt,1,1,89,2,0,0,0,9,95,flexible,1,0.38,89,208,85.77884615
Yarra,ABBOTSFORD,-37.79993811,144.9995924,Apartment,Entire home/apt,1,1,120,2,2,4,14,83,99,strict_14_with_grace_period,1,3.62,120,208,85.77884615
Yarra,ABBOTSFORD,-37.80033251,145.0008348,Apartment,Entire home/apt,2,1,109,5,18,18,18,4,100,moderate,1,0.18,54.5,208,85.77884615
Yarra,ABBOTSFORD,-37.81001949,145.0072936,Apartment,Private room,1,1,46,1,5,10,34,55,97,flexible,3,2.42,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80265622,144.9942066,House,Entire home/apt,2,2,163,2,0,0,0,9,98,moderate,1,0.45,81.5,208,85.77884615
Yarra,ABBOTSFORD,-37.79675197,144.9968826,House,Entire home/apt,2,2,361,3,22,29,59,3,100,moderate,1,0.17,180.5,208,85.77884615
Yarra,ABBOTSFORD,-37.81011019,145.0066673,Apartment,Entire home/apt,2,2,100,7,0,0,0,46,97,moderate,1,2.09,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80975158,145.0065487,Apartment,Private room,1,1,50,2,1,9,9,67,96,strict_14_with_grace_period,1,3.05,50,208,85.77884615
Yarra,ABBOTSFORD,-37.8090768,145.0031116,House,Entire home/apt,1,1,190,1,0,0,0,4,100,flexible,1,0.18,190,208,85.77884615
Yarra,ABBOTSFORD,-37.7985687,144.9987422,House,Private room,1,3,84,4,0,0,0,4,85,strict_14_with_grace_period,2,0.18,84,208,85.77884615
Yarra,ABBOTSFORD,-37.80802795,144.9937724,House,Private room,3,1,61,1,0,0,0,1,100,flexible,1,0.05,20.33333333,208,85.77884615
Yarra,ABBOTSFORD,-37.80679943,144.9959702,Townhouse,Entire home/apt,2,3,280,2,6,6,6,3,100,moderate,1,0.15,140,208,85.77884615
Yarra,ABBOTSFORD,-37.80239308,144.9950912,House,Entire home/apt,2,2,170,3,0,0,0,3,100,flexible,1,0.16,85,208,85.77884615
Yarra,ABBOTSFORD,-37.80024277,144.9997593,Loft,Entire home/apt,3,4,289,3,29,59,89,16,99,strict_14_with_grace_period,1,0.88,96.33333333,208,85.77884615
Yarra,ABBOTSFORD,-37.79989089,144.9989614,Apartment,Entire home/apt,1,1,130,2,0,0,0,1,60,strict_14_with_grace_period,1,0.05,130,208,85.77884615
Yarra,ABBOTSFORD,-37.80027526,144.9998834,Apartment,Entire home/apt,1,1,80,40,0,8,8,2,100,moderate,1,0.2,80,208,85.77884615
Yarra,ABBOTSFORD,-37.79732082,144.9973253,Townhouse,Private room,1,1,55,4,0,0,0,1,20,strict_14_with_grace_period,2,1,55,208,85.77884615
Yarra,ABBOTSFORD,-37.80725482,144.9932179,House,Private room,1,1,91,2,29,57,87,8,100,flexible,1,0.93,91,208,85.77884615
Yarra,ABBOTSFORD,-37.80086884,144.9948097,House,Private room,1,1,60,1,0,0,0,4,95,moderate,1,0.22,60,208,85.77884615
Yarra,ABBOTSFORD,-37.79750619,144.9951507,Townhouse,Private room,1,1,51,2,0,0,0,5,100,moderate,1,0.27,51,208,85.77884615
Yarra,ABBOTSFORD,-37.81053251,145.0076252,Apartment,Entire home/apt,1,1,109,3,0,0,0,1,100,moderate,1,0.06,109,208,85.77884615
Yarra,ABBOTSFORD,-37.80302507,145.0029105,Apartment,Private room,1,2,55,1,11,11,11,9,100,flexible,1,0.6,55,208,85.77884615
Yarra,ABBOTSFORD,-37.80869616,144.9941521,Townhouse,Private room,1,1,50,2,0,0,6,25,100,moderate,1,1.44,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80938269,145.0076919,Apartment,Entire home/apt,2,2,100,2,9,9,9,58,96,moderate,1,3.46,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80086267,145.0008872,Apartment,Entire home/apt,1,1,136,2,0,0,0,26,94,moderate,1,1.6,136,208,85.77884615
Yarra,ABBOTSFORD,-37.81030017,145.0075315,Apartment,Entire home/apt,1,1,86,2,0,0,0,8,100,moderate,1,0.48,86,208,85.77884615
Yarra,ABBOTSFORD,-37.81028419,145.0072235,Apartment,Entire home/apt,1,2,75,1,2,2,2,24,93,moderate,1,1.52,75,208,85.77884615
Yarra,ABBOTSFORD,-37.80074318,145.0004628,Apartment,Entire home/apt,2,3,145,5,13,13,19,3,100,flexible,1,0.21,72.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80947064,145.007084,Apartment,Entire home/apt,2,3,109,3,8,8,34,22,86,flexible,1,1.43,54.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80959448,145.0085666,Apartment,Entire home/apt,2,3,150,1,19,39,65,47,95,strict_14_with_grace_period,1,3.26,75,208,85.77884615
Yarra,ABBOTSFORD,-37.79886226,145.000158,Apartment,Entire home/apt,1,1,75,3,0,0,0,2,80,moderate,1,0.14,75,208,85.77884615
Yarra,ABBOTSFORD,-37.8075173,144.9969486,Townhouse,Entire home/apt,3,4,150,5,0,8,8,5,100,strict_14_with_grace_period,1,0.35,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80330636,144.9937603,House,Private room,1,1,54,2,8,19,49,43,97,moderate,3,3,54,208,85.77884615
Yarra,ABBOTSFORD,-37.81070948,145.0144559,Apartment,Entire home/apt,1,2,100,1,0,0,0,7,94,moderate,1,0.55,100,208,85.77884615
Yarra,ABBOTSFORD,-37.79650558,144.9978607,Apartment,Entire home/apt,2,2,125,2,0,0,0,7,96,strict_14_with_grace_period,1,0.56,62.5,208,85.77884615
Yarra,ABBOTSFORD,-37.81041615,145.002097,House,Entire home/apt,2,2,156,2,0,0,0,8,94,moderate,1,0.58,78,208,85.77884615
Yarra,ABBOTSFORD,-37.80250145,144.9994333,House,Entire home/apt,3,7,195,3,0,0,0,19,93,strict_14_with_grace_period,1,1.41,65,208,85.77884615
Yarra,ABBOTSFORD,-37.81133554,145.0147406,Apartment,Entire home/apt,1,1,64,30,0,0,0,3,100,moderate,1,0.26,64,208,85.77884615
Yarra,ABBOTSFORD,-37.81095832,145.0130892,Apartment,Entire home/apt,2,3,100,1,1,13,43,26,97,moderate,1,2.32,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80552798,144.9956482,House,Private room,1,1,35,2,0,0,0,2,100,flexible,1,0.15,35,208,85.77884615
Yarra,ABBOTSFORD,-37.81012425,145.00791,Apartment,Private room,1,1,46,1,0,0,0,2,100,flexible,1,0.16,46,208,85.77884615
Yarra,ABBOTSFORD,-37.81107879,145.0140495,Apartment,Entire home/apt,2,2,145,7,6,19,37,15,96,flexible,17,1.34,72.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80321236,144.9980466,House,Entire home/apt,1,1,71,30,0,0,0,1,100,strict_14_with_grace_period,1,0.09,71,208,85.77884615
Yarra,ABBOTSFORD,-37.81039951,145.007102,Apartment,Entire home/apt,1,2,130,1,6,22,52,21,97,moderate,5,1.94,130,208,85.77884615
Yarra,ABBOTSFORD,-37.79888744,144.9978232,House,Entire home/apt,2,2,120,3,3,3,3,1,100,strict_14_with_grace_period,1,0.09,60,208,85.77884615
Yarra,ABBOTSFORD,-37.79863951,144.9989667,Townhouse,Private room,1,1,71,1,0,0,0,1,100,moderate,2,0.1,71,208,85.77884615
Yarra,ABBOTSFORD,-37.7993,144.9991035,House,Entire home/apt,4,5,336,5,16,16,16,3,100,flexible,1,0.27,84,208,85.77884615
Yarra,ABBOTSFORD,-37.80991879,145.0056726,Apartment,Entire home/apt,2,2,79,6,1,1,1,1,100,moderate,3,0.14,39.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80912267,145.0077985,Apartment,Private room,2,1,199,1,0,0,0,5,100,flexible,1,0.4,99.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80938418,145.0075117,Apartment,Private room,1,1,46,1,0,0,0,1,100,flexible,3,0.08,46,208,85.77884615
Boroondara,ABBOTSFORD,-37.80751125,145.0108831,Apartment,Entire home/apt,1,1,90,2,25,43,73,29,92,moderate,4,2.42,90,208,85.77884615
Yarra,ABBOTSFORD,-37.80908025,145.0059882,Apartment,Private room,1,1,62,1,5,35,65,11,96,strict_14_with_grace_period,1,0.92,62,208,85.77884615
Yarra,ABBOTSFORD,-37.81060849,145.0065574,Apartment,Entire home/apt,1,1,100,3,19,49,79,22,93,strict_14_with_grace_period,1,1.96,100,208,85.77884615
Yarra,ABBOTSFORD,-37.79743442,144.9984019,Apartment,Entire home/apt,1,1,109,2,0,0,0,4,100,strict_14_with_grace_period,1,0.35,109,208,85.77884615
Yarra,ABBOTSFORD,-37.81115048,145.0129827,Apartment,Entire home/apt,1,1,109,3,6,9,34,10,100,moderate,1,0.93,109,208,85.77884615
Yarra,ABBOTSFORD,-37.79702377,144.9982133,Apartment,Entire home/apt,2,2,251,2,14,44,74,8,74,flexible,1,0.69,125.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80103824,144.995371,House,Entire home/apt,2,2,215,2,1,16,16,3,100,strict_14_with_grace_period,1,0.26,107.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80812985,144.9952816,House,Private room,1,1,46,1,14,34,62,13,88,moderate,16,1.38,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80805575,144.9947711,House,Private room,1,1,46,1,21,33,61,14,83,moderate,16,1.4,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80943803,144.9933536,House,Private room,1,1,46,1,7,33,63,9,89,moderate,16,0.89,46,208,85.77884615
Yarra,ABBOTSFORD,-37.80614889,144.9946505,Townhouse,Entire home/apt,1,1,105,2,0,0,0,3,100,flexible,1,0.27,105,208,85.77884615
Yarra,ABBOTSFORD,-37.80943529,144.9938077,House,Private room,1,1,60,1,14,43,73,27,86,moderate,16,2.85,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80778907,144.9940256,House,Private room,1,1,60,1,23,47,77,11,95,moderate,16,2.97,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80784421,144.9950506,House,Private room,1,1,60,1,24,54,84,12,87,moderate,16,2.31,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80547281,144.9928354,House,Private room,1,2,50,2,23,23,41,16,93,strict_14_with_grace_period,3,1.49,50,208,85.77884615
Yarra,ABBOTSFORD,-37.81012057,145.0078648,Apartment,Entire home/apt,2,2,199,2,21,47,77,5,92,flexible,1,0.51,99.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80226973,144.999028,House,Entire home/apt,1,1,120,2,0,0,0,1,100,flexible,1,0.11,120,208,85.77884615
Yarra,ABBOTSFORD,-37.81062482,145.0061174,Apartment,Private room,1,1,60,3,4,4,4,14,94,strict_14_with_grace_period,1,1.67,60,208,85.77884615
Yarra,ABBOTSFORD,-37.81185204,145.0144188,Condominium,Private room,1,1,65,1,7,7,7,42,99,moderate,1,4.39,65,208,85.77884615
Yarra,ABBOTSFORD,-37.81121746,145.015233,Apartment,Private room,1,1,100,1,8,38,63,13,95,strict_14_with_grace_period,1,1.67,100,208,85.77884615
Yarra,ABBOTSFORD,-37.80888416,145.0062793,Apartment,Private room,1,1,96,1,16,46,74,21,96,moderate,2,3.07,96,208,85.77884615
Yarra,ABBOTSFORD,-37.80751199,144.9936174,House,Private room,1,1,90,1,0,0,0,2,100,moderate,1,0.24,90,208,85.77884615
Yarra,ABBOTSFORD,-37.81024776,145.0070025,Apartment,Entire home/apt,1,1,80,4,0,6,7,5,100,moderate,1,0.6,80,208,85.77884615
Yarra,ABBOTSFORD,-37.80921848,145.0075888,Apartment,Private room,1,1,65,2,0,0,0,5,90,moderate,1,0.58,65,208,85.77884615
Yarra,ABBOTSFORD,-37.81158007,145.0143187,Apartment,Entire home/apt,1,1,73,2,6,10,10,4,100,moderate,1,1.24,73,208,85.77884615
Yarra,ABBOTSFORD,-37.80244367,144.9962417,House,Entire home/apt,2,2,100,2,22,44,74,15,99,moderate,1,2.14,50,208,85.77884615
Yarra,ABBOTSFORD,-37.80112452,145.0033074,Apartment,Entire home/apt,2,2,120,6,0,0,0,2,100,strict_14_with_grace_period,2,0.35,60,208,85.77884615
Yarra,ABBOTSFORD,-37.80862304,144.9941047,House,Private room,1,1,30,1,0,0,0,1,100,moderate,16,0.73,30,208,85.77884615
Yarra,ABBOTSFORD,-37.81080688,145.014663,Apartment,Private room,1,1,75,1,0,0,0,17,86,moderate,2,2.07,75,208,85.77884615
Yarra,ABBOTSFORD,-37.80907343,144.9931379,House,Private room,1,1,44,1,0,0,0,1,100,flexible,1,0.14,44,208,85.77884615
Yarra,ABBOTSFORD,-37.8028023,144.9970315,House,Entire home/apt,2,2,150,2,0,0,0,12,97,strict_14_with_grace_period,1,2,75,208,85.77884615
Yarra,ABBOTSFORD,-37.80762442,144.9967838,House,Entire home/apt,2,2,91,2,28,58,88,25,94,moderate,1,3.54,45.5,208,85.77884615
Yarra,ABBOTSFORD,-37.80910044,145.0086761,Apartment,Entire home/apt,2,3,140,1,5,7,18,41,99,flexible,1,5.69,70,208,85.77884615
Yarra,ABBOTSFORD,-37.81083861,145.0074131,Apartment,Entire home/apt,1,1,105,3,26,50,80,8,98,moderate,9,1.13,105,208,85.77884615
Yarra,ABBOTSFORD,-37.79822819,144.9958649,Apartment,Entire home/apt,1,2,89,2,2,2,2,12,100,moderate,1,2.22,89,208,85.77884615
Yarra,ABBOTSFORD,-37.80776026,144.9943722,Townhouse,Private room,1,1,89,1,16,21,51,13,100,flexible,2,2.39,89,208,85.77884615
Yarra,ABBOTSFORD,-37.81100176,145.0073676,Apartment,Entire home/apt,2,4,161,1,3,12,37,22,93,strict_14_with_grace_period,36,4.31,80.5,208,85.77884615
Yarra,ABBOTSFORD,-37.81197045,145.014789,Apartment,Entire home/apt,1,1,120,7,0,0,0,8,100,moderate,17,1.63,120,208,85.77884615
Yarra,ABBOTSFORD,-37.80818399,144.9938079,House,Private room,1,1,46,1,22,52,79,4,100,moderate,16,1.76,46,208,85.77884615
Yarra,ABBOTSFORD,-37.8000897,145.0014937,House,Entire home/apt,2,2,66,5,0,0,0,2,100,strict_14_with_grace_period,1,2,33,208,85.77884615
Yarra,ABBOTSFORD,-37.81075484,145.0094227,Serviced apartment,Entire home/apt,3,3,800,1,25,53,83,3,93,super_strict_30,6,0.71,266.6666667,208,85.77884615
